Results	Entity	Line	Column	CheckID	Check Name	Ignored	Note
Object or function ufo, has external linkage but no visible declaration	ufo	37	4	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function ufoRefresh, has more than one declaration	ufoRefresh	46	12	MISRA12_8.5	8.5 An external object or function shall be declared once in one and only one file		
"Keyword """"void"""" not used to denote empty parameter list for function ufoRefresh"	ufoRefresh	46	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Object or function ufoClear, has more than one declaration	ufoClear	47	12	MISRA12_8.5	8.5 An external object or function shall be declared once in one and only one file		
"Violation: basic numerical type """"int"""" used."	x	47	25	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	47	32	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
/home/gabriele/projects/ninvaders-0.1.1/view.c							
Non distinct external identifier wAliens conflicts with entity wAliensMissile in file view.c	wAliens	45	8	MISRA12_5.1	5.1 External identifiers shall be distinct		
Non distinct external identifier wPlayer conflicts with entity wPlayerMissile in file view.c	wPlayer	43	8	MISRA12_5.1	5.1 External identifiers shall be distinct		
Function or object wBattleField, has external linkage but is only used in the translation unit built from view.c.	wBattleField	39	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object wEmpty, has external linkage but is only used in the translation unit built from view.c.	wEmpty	40	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object wScores, has external linkage but is only used in the translation unit built from view.c.	wScores	41	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object wPlayer, has external linkage but is only used in the translation unit built from view.c.	wPlayer	43	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object wPlayerMissile, has external linkage but is only used in the translation unit built from view.c.	wPlayerMissile	44	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object wAliens, has external linkage but is only used in the translation unit built from view.c.	wAliens	45	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
Function or object wAliensMissile, has external linkage but is only used in the translation unit built from view.c.	wAliensMissile	46	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
"C Global Object """"wBattleField"""" appears to have internal linkage within view.c, so static keyword should be used."	wBattleField	39	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"wEmpty"""" appears to have internal linkage within view.c, so static keyword should be used."	wEmpty	40	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"wScores"""" appears to have internal linkage within view.c, so static keyword should be used."	wScores	41	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"wPlayer"""" appears to have internal linkage within view.c, so static keyword should be used."	wPlayer	43	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"wPlayerMissile"""" appears to have internal linkage within view.c, so static keyword should be used."	wPlayerMissile	44	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"wAliens"""" appears to have internal linkage within view.c, so static keyword should be used."	wAliens	45	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"C Global Object """"wAliensMissile"""" appears to have internal linkage within view.c, so static keyword should be used."	wAliensMissile	46	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
header file signal.h used.	view.c	29	0	MISRA12_21.5	21.5 The standard header file <signal.h> shall not be used		
Character sequence /* or // used in a comment		1	0	MISRA12_3.1	3.1 The character sequences /* and // shall not be used within a comment		
Object or function wBattleField, has external linkage but no visible declaration	wBattleField	39	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function wEmpty, has external linkage but no visible declaration	wEmpty	40	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function wScores, has external linkage but no visible declaration	wScores	41	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function wPlayer, has external linkage but no visible declaration	wPlayer	43	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function wPlayerMissile, has external linkage but no visible declaration	wPlayerMissile	44	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function wAliens, has external linkage but no visible declaration	wAliens	45	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Object or function wAliensMissile, has external linkage but no visible declaration	wAliensMissile	46	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Function or object wBunkers, has external linkage but is only used in the translation unit built from view.c.	wBunkers	47	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
"C Global Object """"wBunkers"""" appears to have internal linkage within view.c, so static keyword should be used."	wBunkers	47	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
Object or function wBunkers, has external linkage but no visible declaration	wBunkers	47	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Function or object wGameOver, has external linkage but is only used in the translation unit built from view.c.	wGameOver	48	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
"C Global Object """"wGameOver"""" appears to have internal linkage within view.c, so static keyword should be used."	wGameOver	48	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
Object or function wGameOver, has external linkage but no visible declaration	wGameOver	48	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Function or object wUfo, has external linkage but is only used in the translation unit built from view.c.	wUfo	49	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
